 mc2(MeV) freq(MHz) Z I(mA) npart
    938.272029 0.1761000E+03   1. 0.00000E+00         10
 Sizes, positions are in mm, angles in mrad
 Phases in deg, energies in MeV
 Emittances and halo in mm.mrad or deg.MeV
 Phase advance per meter in deg/mm
 Current is in mA
 Powlost is in W
 H&V dispersion in mm
 ## z(m) gama-1 x0 y0 p0 x'0 y'0 W0 SizeX  SizeY SizeP sxx' syy' spW ex ey ep hx hy hp npart kx ky kz ex99  ey99 ep99 phiS Ws SCCurrent Aper e4D EmitR kr Powlost Xmax Ymax  ezdp SizeZ szdp Hdisp Vdisp Hdisp/dz Vdisp/dz E6D Sxy Sx'y'
    6     1.6068953 0.1802500E-01 -.6287349E-04 -.7067666E-05 0.6150838E-02 -.3367264E-03 -.4193120E-04 -.8318625E-03 0.1585812E+01 0.1771945E+01 0.2114876E+01 0.5038943E+00 -.1188493E+01 0.0000000E+00 0.2407269E+00 0.2408894E+00 0.5407543E-01 -.3873794E-01 0.3889304E+00 -.3907943E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8669931E+00 0.1063372E+01 0.9537095E+00 -.8367108E-07 0.8234586E-09 0.0000000E+00 0.3000000E+02 0.5798671E-01 0.4162289E+00 0.1000000E-04 0.0000000E+00 0.2918006E+01 0.3191969E+01 0.2725399E+00 0.1873641E+01 -.5026200E+00 -.2715723E+02 0.1622587E+01 0.1579278E+00 -.8179133E+01 0.1579980E-01 -.1210786E-02 -.1343983E-02
    6     1.6191059 0.1800249E-01 -.6675267E-04 -.7584716E-05 0.6495811E-02 -.2974617E-03 -.4280535E-04 -.7829102E-03 0.1589544E+01 0.1763560E+01 0.2111830E+01 0.4647699E+00 -.1240757E+01 0.0000000E+00 0.2407154E+00 0.2410049E+00 0.5404234E-01 -.3894336E-01 0.3916358E+00 -.3881511E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8654207E+00 0.1064978E+01 0.9540551E+00 -.8401713E-07 0.9080807E-09 0.0000000E+00 0.3000000E+02 0.5801096E-01 0.4151922E+00 0.1000000E-04 0.0000000E+00 0.2920339E+01 0.3170157E+01 0.2723731E+00 0.1869804E+01 -.3762804E+00 -.2625871E+02 0.1476095E+01 0.3467510E+01 -.1013378E+02 0.1579602E-01 -.1369388E-02 -.1390068E-02
    6     1.6313165 0.1798823E-01 -.7018044E-04 -.8112685E-05 0.6824138E-02 -.2668875E-03 -.4361976E-04 -.7488029E-03 0.1592983E+01 0.1754806E+01 0.2109302E+01 0.4351184E+00 -.1276825E+01 0.0000000E+00 0.2407094E+00 0.2410386E+00 0.5402162E-01 -.3899265E-01 0.3923847E+00 -.3864713E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8649361E+00 0.1065400E+01 0.9543753E+00 -.8438312E-07 0.9278125E-09 0.0000000E+00 0.3000000E+02 0.5801735E-01 0.4137335E+00 0.1000000E-04 0.0000000E+00 0.2922065E+01 0.3147567E+01 0.2722687E+00 0.1866845E+01 -.3414923E+00 -.2510538E+02 0.1329749E+01 0.4844159E+01 -.1064758E+02 0.1579154E-01 -.1545546E-02 -.1249066E-02
    6     1.6435271 0.1798229E-01 -.7334115E-04 -.8648346E-05 0.7143172E-02 -.2530761E-03 -.4405712E-04 -.7335383E-03 0.1596270E+01 0.1745856E+01 0.2106893E+01 0.4261600E+00 -.1285325E+01 0.0000000E+00 0.2407073E+00 0.2410378E+00 0.5401309E-01 -.3898612E-01 0.3923686E+00 -.3857600E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8649195E+00 0.1065373E+01 0.9545512E+00 -.8475237E-07 0.9275851E-09 0.0000000E+00 0.3000000E+02 0.5801664E-01 0.4120896E+00 0.1000000E-04 0.0000000E+00 0.2923411E+01 0.3124541E+01 0.2722257E+00 0.1864414E+01 -.3345580E+00 -.2449309E+02 0.1193763E+01 0.5126577E+01 -.1062354E+02 0.1578890E-01 -.1725210E-02 -.1155802E-02
    6     1.6557376 0.1798041E-01 -.7639814E-04 -.9187492E-05 0.7458645E-02 -.2485976E-03 -.4421898E-04 -.7286989E-03 0.1599532E+01 0.1736860E+01 0.2104512E+01 0.4289121E+00 -.1279047E+01 0.0000000E+00 0.2407069E+00 0.2410322E+00 0.5401040E-01 -.3897341E-01 0.3922498E+00 -.3855217E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8649836E+00 0.1065294E+01 0.9546145E+00 -.8512080E-07 0.9247678E-09 0.0000000E+00 0.3000000E+02 0.5801521E-01 0.4104047E+00 0.1000000E-04 0.0000000E+00 0.2924602E+01 0.3101353E+01 0.2722121E+00 0.1862212E+01 -.3311576E+00 -.2423152E+02 0.1063638E+01 0.5113763E+01 -.1053496E+02 0.1578779E-01 -.1904332E-02 -.1119975E-02
    6     1.6679482 0.1797999E-01 -.7942555E-04 -.9727742E-05 0.7773153E-02 -.2475696E-03 -.4425804E-04 -.7276549E-03 0.1602829E+01 0.1727884E+01 0.2102157E+01 0.4360435E+00 -.1267462E+01 0.0000000E+00 0.2407069E+00 0.2410286E+00 0.5400977E-01 -.3896569E-01 0.3921768E+00 -.3854529E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650279E+00 0.1065248E+01 0.9546366E+00 -.8548842E-07 0.9230163E-09 0.0000000E+00 0.3000000E+02 0.5801439E-01 0.4087133E+00 0.1000000E-04 0.0000000E+00 0.2925747E+01 0.3078120E+01 0.2722089E+00 0.1860107E+01 -.3262477E+00 -.2411522E+02 0.9358397E+00 0.5070178E+01 -.1048259E+02 0.1578741E-01 -.2082780E-02 -.1110015E-02
    6     1.6801588 0.1797996E-01 -.8244771E-04 -.1026818E-04 0.8087487E-02 -.2474995E-03 -.4425838E-04 -.7275192E-03 0.1606179E+01 0.1718950E+01 0.2099840E+01 0.4444149E+00 -.1254446E+01 0.0000000E+00 0.2407070E+00 0.2410271E+00 0.5400967E-01 -.3896238E-01 0.3921465E+00 -.3854298E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650477E+00 0.1065229E+01 0.9546526E+00 -.8585564E-07 0.9222703E-09 0.0000000E+00 0.3000000E+02 0.5801406E-01 0.4070162E+00 0.1000000E-04 0.0000000E+00 0.2926883E+01 0.3054880E+01 0.2722085E+00 0.1858055E+01 -.3199510E+00 -.2404474E+02 0.8085774E+00 0.5044755E+01 -.1046133E+02 0.1578731E-01 -.2261038E-02 -.1108411E-02
    6     1.6923694 0.1798000E-01 -.8547031E-04 -.1080856E-04 0.8401810E-02 -.2475807E-03 -.4425261E-04 -.7275341E-03 0.1609587E+01 0.1710063E+01 0.2097568E+01 0.4529968E+00 -.1241211E+01 0.0000000E+00 0.2407071E+00 0.2410266E+00 0.5400967E-01 -.3896128E-01 0.3921368E+00 -.3854142E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650544E+00 0.1065223E+01 0.9546679E+00 -.8622245E-07 0.9220109E-09 0.0000000E+00 0.3000000E+02 0.5801396E-01 0.4053093E+00 0.1000000E-04 0.0000000E+00 0.2928019E+01 0.3031641E+01 0.2722084E+00 0.1856047E+01 -.3129814E+00 -.2398470E+02 0.6812758E+00 0.5034346E+01 -.1045471E+02 0.1578728E-01 -.2439429E-02 -.1108617E-02
    6     1.7045800 0.1798003E-01 -.8849373E-04 -.1134889E-04 0.8716129E-02 -.2476191E-03 -.4424989E-04 -.7275077E-03 0.1613052E+01 0.1701224E+01 0.2095345E+01 0.4615358E+00 -.1228038E+01 0.0000000E+00 0.2407071E+00 0.2410265E+00 0.5400966E-01 -.3896107E-01 0.3921351E+00 -.3853983E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650557E+00 0.1065222E+01 0.9546847E+00 -.8658925E-07 0.9219292E-09 0.0000000E+00 0.3000000E+02 0.5801394E-01 0.4035904E+00 0.1000000E-04 0.0000000E+00 0.2929155E+01 0.3008403E+01 0.2722084E+00 0.1854081E+01 -.3057710E+00 -.2392594E+02 0.5538985E+00 0.5031258E+01 -.1045351E+02 0.1578727E-01 -.2618097E-02 -.1108795E-02
    6     1.7045800 0.1798003E-01 -.8849373E-04 -.1134889E-04 0.8716129E-02 -.2476191E-03 -.4424989E-04 -.7275077E-03 0.1613052E+01 0.1701224E+01 0.2095345E+01 0.4615358E+00 -.1228038E+01 0.0000000E+00 0.2407071E+00 0.2410265E+00 0.5400966E-01 -.3896107E-01 0.3921351E+00 -.3853983E-01         10 0.2960466E-01 0.2102075E-01 0.2169358E-01 0.8650557E+00 0.1065222E+01 0.9546847E+00 -.8658925E-07 0.9219292E-09 0.0000000E+00 0.3000000E+02 0.5801394E-01 0.4035904E+00 0.2050943E+00 0.0000000E+00 0.2929155E+01 0.3008403E+01 0.2722084E+00 0.1854081E+01 -.3057710E+00 -.2392594E+02 0.5538985E+00 0.5031258E+01 -.1045351E+02 0.1578727E-01 -.2618097E-02 -.1108795E-02
    7     1.9694200 0.1798003E-01 -.1540732E-03 -.2306803E-04 0.1553344E-01 -.2476191E-03 -.4424989E-04 -.7275077E-03 0.1701526E+01 0.1522842E+01 0.2059731E+01 0.6457566E+00 -.9435213E+00 0.0000000E+00 0.2407071E+00 0.2410265E+00 0.5400845E-01 -.3896107E-01 0.3921351E+00 -.3849634E-01         10 0.2645962E-01 0.2801615E-01 0.2344832E-01 0.8650557E+00 0.1065222E+01 0.9549732E+00 -.9454176E-07 0.9219292E-09 0.0000000E+00 0.3000000E+02 0.5801394E-01 0.3638366E+00 0.2055542E+00 0.0000000E+00 0.3076284E+01 0.2504397E+01 0.2722023E+00 0.1822568E+01 -.1469852E+00 -.2259346E+02 -.2214610E+01 0.5031258E+01 -.1045351E+02 0.1578692E-01 -.6574526E-02 -.1108795E-02
    8     1.9816306 0.1798006E-01 -.1570966E-03 -.2360838E-04 0.1584775E-01 -.2475683E-03 -.4425753E-04 -.7274681E-03 0.1706184E+01 0.1515311E+01 0.2058681E+01 0.6541979E+00 -.9304456E+00 0.0000000E+00 0.2407070E+00 0.2410266E+00 0.5400841E-01 -.3896154E-01 0.3921365E+00 -.3849472E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650535E+00 0.1065223E+01 0.9549904E+00 -.9490857E-07 0.9218191E-09 0.0000000E+00 0.3000000E+02 0.5801395E-01 0.3619020E+00 0.1000000E-04 0.0000000E+00 0.3084710E+01 0.2481160E+01 0.2722021E+00 0.1821640E+01 -.1397931E+00 -.2253501E+02 -.2341534E+01 0.5030852E+01 -.1045414E+02 0.1578691E-01 -.6760696E-02 -.1108222E-02
    8     1.9938412 0.1798015E-01 -.1601182E-03 -.2414897E-04 0.1616206E-01 -.2472986E-03 -.4429546E-04 -.7275270E-03 0.1710889E+01 0.1507847E+01 0.2057682E+01 0.6623972E+00 -.9175561E+00 0.0000000E+00 0.2407069E+00 0.2410269E+00 0.5400842E-01 -.3896258E-01 0.3921393E+00 -.3849395E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650487E+00 0.1065225E+01 0.9550087E+00 -.9527537E-07 0.9217018E-09 0.0000000E+00 0.3000000E+02 0.5801397E-01 0.3599549E+00 0.1000000E-04 0.0000000E+00 0.3093134E+01 0.2457921E+01 0.2722022E+00 0.1820761E+01 -.1326089E+00 -.2248336E+02 -.2467297E+01 0.5032562E+01 -.1045618E+02 0.1578692E-01 -.6947224E-02 -.1106178E-02
    8     2.0060518 0.1798042E-01 -.1631337E-03 -.2469040E-04 0.1647642E-01 -.2464761E-03 -.4440246E-04 -.7279258E-03 0.1715638E+01 0.1500449E+01 0.2056737E+01 0.6699556E+00 -.9051363E+00 0.0000000E+00 0.2407068E+00 0.2410266E+00 0.5400856E-01 -.3896160E-01 0.3921359E+00 -.3849559E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8650511E+00 0.1065222E+01 0.9550274E+00 -.9564218E-07 0.9217800E-09 0.0000000E+00 0.3000000E+02 0.5801389E-01 0.3579913E+00 0.1000000E-04 0.0000000E+00 0.3101550E+01 0.2434676E+01 0.2722028E+00 0.1819938E+01 -.1251918E+00 -.2245108E+02 -.2590248E+01 0.5037017E+01 -.1045838E+02 0.1578693E-01 -.7134073E-02 -.1102278E-02
    8     2.0182624 0.1798105E-01 -.1661330E-03 -.2523382E-04 0.1679113E-01 -.2445655E-03 -.4462324E-04 -.7293663E-03 0.1720422E+01 0.1493112E+01 0.2055849E+01 0.6761684E+00 -.8936497E+00 0.0000000E+00 0.2407078E+00 0.2410235E+00 0.5400892E-01 -.3894714E-01 0.3920953E+00 -.3850223E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8651061E+00 0.1065195E+01 0.9550342E+00 -.9600899E-07 0.9230696E-09 0.0000000E+00 0.3000000E+02 0.5801341E-01 0.3559995E+00 0.1000000E-04 0.0000000E+00 0.3109947E+01 0.2411416E+01 0.2722046E+00 0.1819184E+01 -.1163537E+00 -.2245958E+02 -.2709004E+01 0.5043808E+01 -.1045295E+02 0.1578692E-01 -.7320955E-02 -.1100141E-02
    8     2.0304729 0.1798210E-01 -.1691018E-03 -.2578027E-04 0.1710675E-01 -.2416985E-03 -.4484722E-04 -.7327654E-03 0.1725232E+01 0.1485830E+01 0.2055042E+01 0.6808538E+00 -.8830665E+00 0.0000000E+00 0.2407136E+00 0.2410102E+00 0.5400949E-01 -.3888180E-01 0.3919228E+00 -.3851443E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8653628E+00 0.1065082E+01 0.9549975E+00 -.9637702E-07 0.9289280E-09 0.0000000E+00 0.3000000E+02 0.5801163E-01 0.3539469E+00 0.1000000E-04 0.0000000E+00 0.3118304E+01 0.2388130E+01 0.2722075E+00 0.1818521E+01 -.1022225E+00 -.2251437E+02 -.2829824E+01 0.5041686E+01 -.1040997E+02 0.1578667E-01 -.7506747E-02 -.1122088E-02
    8     2.0426835 0.1798230E-01 -.1720478E-03 -.2632591E-04 0.1742393E-01 -.2424545E-03 -.4421120E-04 -.7365665E-03 0.1730065E+01 0.1478604E+01 0.2054384E+01 0.6883521E+00 -.8699341E+00 0.0000000E+00 0.2407347E+00 0.2409686E+00 0.5400935E-01 -.3867053E-01 0.3913968E+00 -.3851414E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8661984E+00 0.1064746E+01 0.9548795E+00 -.9674911E-07 0.9477112E-09 0.0000000E+00 0.3000000E+02 0.5800687E-01 0.3517580E+00 0.1000000E-04 0.0000000E+00 0.3126623E+01 0.2364824E+01 0.2722068E+00 0.1817948E+01 -.7322132E-01 -.2246664E+02 -.2994118E+01 0.4970192E+01 -.1023854E+02 0.1578558E-01 -.7688220E-02 -.1246391E-02
    8     2.0548941 0.1797541E-01 -.1751104E-03 -.2684498E-04 0.1774106E-01 -.2656167E-03 -.3979627E-04 -.7288538E-03 0.1734999E+01 0.1471507E+01 0.2054041E+01 0.7186898E+00 -.8398100E+00 0.0000000E+00 0.2407892E+00 0.2408761E+00 0.5400452E-01 -.3817182E-01 0.3902421E+00 -.3841283E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8681590E+00 0.1064019E+01 0.9546552E+00 -.9713383E-07 0.9934347E-09 0.0000000E+00 0.3000000E+02 0.5799804E-01 0.3493369E+00 0.1000000E-04 0.0000000E+00 0.3135048E+01 0.2341620E+01 0.2721825E+00 0.1817306E+01 -.1345049E-01 -.2156245E+02 -.3345963E+01 0.4650620E+01 -.9747744E+01 0.1578238E-01 -.7858731E-02 -.1633546E-02
    8     2.0671047 0.1794501E-01 -.1787648E-03 -.2726413E-04 0.1804768E-01 -.3429970E-03 -.2753212E-04 -.6722887E-03 0.1740325E+01 0.1464788E+01 0.2054268E+01 0.8085105E+00 -.7684471E+00 0.0000000E+00 0.2408747E+00 0.2407572E+00 0.5398530E-01 -.3747657E-01 0.3887828E+00 -.3797286E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8708817E+00 0.1063127E+01 0.9544644E+00 -.9754380E-07 0.1067107E-08 0.0000000E+00 0.3000000E+02 0.5799035E-01 0.3467800E+00 0.1000000E-04 0.0000000E+00 0.3144109E+01 0.2318917E+01 0.2720856E+00 0.1816010E+01 0.7785890E-01 -.1781722E+02 -.4180499E+01 0.4083982E+01 -.8792968E+01 0.1577562E-01 -.8012104E-02 -.2313042E-02
    8     2.0793153 0.1787422E-01 -.1836299E-03 -.2750384E-04 0.1831197E-01 -.4518891E-03 -.1237675E-04 -.5019007E-03 0.1746443E+01 0.1458769E+01 0.2055096E+01 0.9370782E+00 -.6745318E+00 0.0000000E+00 0.2409213E+00 0.2407197E+00 0.5394313E-01 -.3722555E-01 0.3883654E+00 -.3692568E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8719828E+00 0.1062916E+01 0.9554116E+00 -.9798144E-07 0.1108290E-08 0.0000000E+00 0.3000000E+02 0.5799268E-01 0.3445228E+00 0.1000000E-04 0.0000000E+00 0.3154531E+01 0.2297204E+01 0.2718731E+00 0.1813249E+01 0.1314480E+00 -.9498630E+01 -.5681691E+01 0.4518556E+01 -.7658784E+01 0.1576472E-01 -.8155831E-02 -.2847849E-02
    8     2.0915259 0.1777839E-01 -.1895903E-03 -.2760351E-04 0.1848607E-01 -.5137377E-03 -.5590993E-05 -.2290852E-03 0.1753303E+01 0.1453383E+01 0.2055812E+01 0.1017791E+01 -.6182534E+00 0.0000000E+00 0.2409035E+00 0.2407618E+00 0.5388965E-01 -.3748070E-01 0.3889539E+00 -.3544301E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8711108E+00 0.1063324E+01 0.9582006E+00 -.9841379E-07 0.1015479E-08 0.0000000E+00 0.3000000E+02 0.5799846E-01 0.3425614E+00 0.1000000E-04 0.0000000E+00 0.3166212E+01 0.2276335E+01 0.2716035E+00 0.1809139E+01 0.3168023E-01 0.1382439E+01 -.7429480E+01 0.5941570E+01 -.6392457E+01 0.1575089E-01 -.8307320E-02 -.2960277E-02
    8     2.1037365 0.1769786E-01 -.1959576E-03 -.2767051E-04 0.1854964E-01 -.5234482E-03 -.6047433E-05 0.2930511E-04 0.1760483E+01 0.1448269E+01 0.2055094E+01 0.1041910E+01 -.6009609E+00 0.0000000E+00 0.2408795E+00 0.2407836E+00 0.5384900E-01 -.3764633E-01 0.3893257E+00 -.3413738E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8703505E+00 0.1063572E+01 0.9615934E+00 -.9877816E-07 0.7629062E-09 0.0000000E+00 0.3000000E+02 0.5799788E-01 0.3404948E+00 0.1000000E-04 0.0000000E+00 0.3178386E+01 0.2255729E+01 0.2713987E+00 0.1804513E+01 -.2501997E+00 0.9880610E+01 -.8221812E+01 0.5634669E+01 -.4619625E+01 0.1573870E-01 -.8469868E-02 -.2804621E-02
    8     2.1159471 0.1766240E-01 -.2023060E-03 -.2775575E-04 0.1852843E-01 -.5157146E-03 -.7781619E-05 0.1842306E-03 0.1767711E+01 0.1443219E+01 0.2051803E+01 0.1045771E+01 -.5951055E+00 0.0000000E+00 0.2408781E+00 0.2407585E+00 0.5383489E-01 -.3753949E-01 0.3891540E+00 -.3355299E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8704689E+00 0.1063470E+01 0.9646402E+00 -.9901835E-07 0.4131380E-09 0.0000000E+00 0.3000000E+02 0.5799156E-01 0.3382078E+00 0.1000000E-04 0.0000000E+00 0.3190564E+01 0.2235076E+01 0.2713276E+00 0.1799865E+01 -.6403584E+00 0.1113411E+02 -.7011304E+01 0.2999336E+01 -.2829305E+01 0.1573275E-01 -.8635382E-02 -.2594388E-02
    8     2.1281576 0.1768070E-01 -.2085710E-03 -.2785221E-04 0.1847443E-01 -.5124232E-03 -.7511965E-05 0.2041993E-03 0.1774937E+01 0.1438213E+01 0.2045529E+01 0.1052531E+01 -.5847569E+00 0.0000000E+00 0.2409008E+00 0.2407017E+00 0.5384766E-01 -.3722642E-01 0.3886022E+00 -.3388031E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8713317E+00 0.1063132E+01 0.9668591E+00 -.9911199E-07 0.6123813E-10 0.0000000E+00 0.3000000E+02 0.5798349E-01 0.3357508E+00 0.1000000E-04 0.0000000E+00 0.3202661E+01 0.2214371E+01 0.2713919E+00 0.1795266E+01 -.1026953E+01 0.6677164E+01 -.4815727E+01 0.2996323E+00 -.1889481E+01 0.1573450E-01 -.8796488E-02 -.2463840E-02
    8     2.1403682 0.1774269E-01 -.2149018E-03 -.2792253E-04 0.1844313E-01 -.5296921E-03 -.3098077E-05 0.1004112E-03 0.1782238E+01 0.1433332E+01 0.2036696E+01 0.1079613E+01 -.5593119E+00 0.0000000E+00 0.2409483E+00 0.2406262E+00 0.5387956E-01 -.3675785E-01 0.3878045E+00 -.3492344E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8728250E+00 0.1062645E+01 0.9678468E+00 -.9907698E-07 -.2030838E-09 0.0000000E+00 0.3000000E+02 0.5797691E-01 0.3331650E+00 0.1000000E-04 0.0000000E+00 0.3214819E+01 0.2193764E+01 0.2715527E+00 0.1790563E+01 -.1307221E+01 0.1067867E+01 -.3012121E+01 -.1293377E+01 -.1789843E+01 0.1574237E-01 -.8948757E-02 -.2508998E-02
    8     2.1525788 0.1782157E-01 -.2216904E-03 -.2789947E-04 0.1847381E-01 -.5915107E-03 0.8142467E-05 -.7027554E-04 0.1789843E+01 0.1428775E+01 0.2026363E+01 0.1156027E+01 -.5022234E+00 0.0000000E+00 0.2410109E+00 0.2405581E+00 0.5391754E-01 -.3628267E-01 0.3870698E+00 -.3618699E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8744821E+00 0.1062216E+01 0.9676251E+00 -.9896339E-07 -.3237517E-09 0.0000000E+00 0.3000000E+02 0.5797569E-01 0.3305477E+00 0.1000000E-04 0.0000000E+00 0.3227460E+01 0.2173569E+01 0.2717441E+00 0.1785331E+01 -.1422143E+01 -.3853177E+01 -.1908319E+01 -.2209095E+01 -.2186241E+01 0.1575323E-01 -.9091411E-02 -.2779145E-02
    8     2.1647894 0.1788067E-01 -.2295624E-03 -.2769940E-04 0.1857149E-01 -.7027647E-03 0.2486811E-04 -.2113847E-03 0.1798160E+01 0.1424861E+01 0.2015727E+01 0.1295424E+01 -.4086837E+00 0.0000000E+00 0.2410266E+00 0.2405759E+00 0.5394601E-01 -.3636122E-01 0.3873225E+00 -.3708976E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8744090E+00 0.1062433E+01 0.9670011E+00 -.9882904E-07 -.3180780E-09 0.0000000E+00 0.3000000E+02 0.5798380E-01 0.3282046E+00 0.1000000E-04 0.0000000E+00 0.3241318E+01 0.2154262E+01 0.2718876E+00 0.1778826E+01 -.1397780E+01 -.7428870E+01 -.1421892E+01 -.3250965E+01 -.2802900E+01 0.1576342E-01 -.9234302E-02 -.3157862E-02
    8     2.1770000 0.1789903E-01 -.2388266E-03 -.2730926E-04 0.1870725E-01 -.8087997E-03 0.3768356E-04 -.2579907E-03 0.1807444E+01 0.1421766E+01 0.2005414E+01 0.1441325E+01 -.3167440E+00 0.0000000E+00 0.2409343E+00 0.2407295E+00 0.5395675E-01 -.3738600E-01 0.3891140E+00 -.3736247E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8710933E+00 0.1063624E+01 0.9668038E+00 -.9870488E-07 -.2887646E-09 0.0000000E+00 0.3000000E+02 0.5799830E-01 0.3263297E+00 0.1000000E-04 0.0000000E+00 0.3256843E+01 0.2136064E+01 0.2719417E+00 0.1770609E+01 -.1350446E+01 -.8780053E+01 -.1376807E+01 -.4527082E+01 -.3285898E+01 0.1576982E-01 -.9399877E-02 -.3485334E-02
    8     2.1892106 0.1788973E-01 -.2491067E-03 -.2681939E-04 0.1884474E-01 -.8647062E-03 0.4078775E-04 -.2245778E-03 0.1817521E+01 0.1419323E+01 0.1995100E+01 0.1539545E+01 -.2585312E+00 0.0000000E+00 0.2407503E+00 0.2409790E+00 0.5395629E-01 -.3903090E-01 0.3919528E+00 -.3723008E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8652565E+00 0.1065460E+01 0.9674703E+00 -.9857704E-07 -.3474021E-09 0.0000000E+00 0.3000000E+02 0.5801332E-01 0.3247697E+00 0.1000000E-04 0.0000000E+00 0.3273706E+01 0.2118680E+01 0.2719394E+00 0.1761057E+01 -.1399216E+01 -.8082193E+01 -.1389031E+01 -.5801995E+01 -.3278735E+01 0.1577265E-01 -.9607997E-02 -.3653110E-02
    8     2.2014212 0.1788702E-01 -.2596712E-03 -.2635319E-04 0.1896686E-01 -.8561592E-03 0.3447905E-04 -.1820245E-03 0.1827961E+01 0.1417185E+01 0.1983819E+01 0.1565764E+01 -.2448038E+00 0.0000000E+00 0.2405519E+00 0.2412227E+00 0.5395792E-01 -.4056144E-01 0.3946813E+00 -.3719981E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8592707E+00 0.1067200E+01 0.9688993E+00 -.9839791E-07 -.5379022E-09 0.0000000E+00 0.3000000E+02 0.5802299E-01 0.3231256E+00 0.1000000E-04 0.0000000E+00 0.3291128E+01 0.2128323E+01 0.2719476E+00 0.1750971E+01 -.1585868E+01 -.7238459E+01 -.1062402E+01 -.7178290E+01 -.2748862E+01 0.1577422E-01 -.9864679E-02 -.3462809E-02
    8     2.2136318 0.1792283E-01 -.2698788E-03 -.2598510E-04 0.1909001E-01 -.8142661E-03 0.2611930E-04 -.2166373E-03 0.1838334E+01 0.1415032E+01 0.1970740E+01 0.1545272E+01 -.2561254E+00 0.0000000E+00 0.2404348E+00 0.2413473E+00 0.5397164E-01 -.4132551E-01 0.3960742E+00 -.3772575E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8559456E+00 0.1068079E+01 0.9702227E+00 -.9812596E-07 -.7939782E-09 0.0000000E+00 0.3000000E+02 0.5802391E-01 0.3209400E+00 0.1000000E-04 0.0000000E+00 0.3308338E+01 0.2141137E+01 0.2720168E+00 0.1741120E+01 -.1834085E+01 -.7868783E+01 -.4385897E+00 -.8299097E+01 -.2209086E+01 0.1577715E-01 -.1015455E-01 -.3011223E-02
    8     2.2258424 0.1800300E-01 -.2795826E-03 -.2570068E-04 0.1925386E-01 -.7772360E-03 0.2109915E-04 -.3602913E-03 0.1848487E+01 0.1412772E+01 0.1955879E+01 0.1521372E+01 -.2661748E+00 0.0000000E+00 0.2403944E+00 0.2413772E+00 0.5399777E-01 -.4152436E-01 0.3964192E+00 -.3883908E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8549328E+00 0.1068293E+01 0.9706566E+00 -.9776079E-07 -.9982593E-09 0.0000000E+00 0.3000000E+02 0.5802109E-01 0.3182918E+00 0.1000000E-04 0.0000000E+00 0.3325076E+01 0.2153642E+01 0.2721485E+00 0.1731749E+01 -.2018472E+01 -.9987603E+01 0.2227818E+00 -.9091650E+01 -.2079426E+01 0.1578272E-01 -.1045620E-01 -.2633512E-02
